,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,24,27.748492054337536,1.3308601392959025,16.5,170.625,-0.06570946220628943,2,175.3749999999997,0.9518373197169218,0.8343817715688466,2.500275187788015,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
3,3,30,34.639546740841766,1.1525919727749137,31.5,267.8,0.03206015027993308,5,120.81682874762821,0.9120372153374023,0.2686712773192874,3.842311699448248,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
4,4,54,62.49861151703235,3.527332839638144,57.166666666666664,320.5,-1.5001329879553393,9,101.02203619909497,0.9956319713990545,0.9681592379853454,4.852931519179125,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
5,5,33,40.07670029256544,2.1132890983575208,56.93939393939394,377.0,-1.253960813584636,10,70.52674208144796,0.9427734575609038,0.8628141803264977,3.074512191681819,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
6,6,29,34.679404616098545,3.92346686776619,68.65517241379311,125.44827586206897,0.9566266453743754,13,60.9687330316742,0.9400248047212036,0.8665480227854824,3.3529954780621525,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
7,7,22,31.68932905579694,1.2536139598640705,107.54545454545455,135.5,0.6578229196165774,17,89.12499999999997,0.8318279569892472,0.989891400860597,1.8924947036467112,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
9,9,91,66.73423142662762,18.183639871838682,133.85714285714286,152.65934065934067,1.4342316109896152,19,84.19352941176464,0.970210708605614,0.5530723621444564,7.908429435851086,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
11,11,28,29.680501947678074,4.520525530583087,153.96428571428572,138.35714285714286,0.12299839677799082,22,66.36363636363636,0.8383467817601802,0.9857371610029916,2.314145193408807,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
12,12,33,39.812820155595894,2.3151502300796145,157.84848484848484,343.0,1.2748164974539298,23,69.82009049773757,0.9619735678690974,0.9513162271730132,3.0446940623522125,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
17,17,20,23.152940983645827,1.2415006273915012,205.5,123.5,-0.08724939931424838,28,51.871052631578856,0.9361072041761918,0.8779140058280117,2.8384282892950266,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
18,18,26,30.03104119621207,1.1333550482953039,228.26923076923077,312.5,1.5252926853406126,34,26.14610859728509,0.8164252126588363,0.7545331461276463,2.892095705307891,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
21,21,13,18.220230856322626,1.1303209332448019,286.6923076923077,325.0,-0.9625720131547458,43,34.15151515151528,0.8955102040816332,0.8292964244521329,2.088939940146924,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
25,25,21,24.24773360167267,1.2714464912242534,333.0,400.23809523809524,0.046848129207070474,49,26.528409090909136,0.8555174745284563,0.7323082556557686,2.324863249632235,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
26,26,32,46.00599767156506,1.559664465181387,347.5,425.53125,-0.6392924507483809,52,54.14262443438912,0.960644081992242,0.7058373217193292,4.032486045211411,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
29,29,57,65.90937185524692,2.264505626885719,387.0,130.7017543859649,-0.05555697601594251,56,27.74153846153844,0.824929788091707,0.8852360120386298,7.329718097803949,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
30,30,74,50.02271242228812,16.251717068004822,383.4189189189189,370.2162162162162,-1.2639440349972164,58,74.39773777147393,0.896912062562496,0.4752805465504141,4.132081028148984,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
31,31,32,37.5037917885299,1.1510762279699467,385.59375,255.5,1.3959263304113483,59,27.96737556561085,0.97129090776553,0.7966465250501018,4.899190753957642,NCD_YFP_ilid,0.001,0.04,20.0,500.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
