,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
10,11,8,11.091366107830222,0.8553349414557403,71.375,215.5,-0.9705262467159611,24,12.173348416289585,0.8258176855078051,0.650360988866737,2.334272574012677,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
11,12,12,15.135608138298464,1.0656399514355288,89.5,261.1666666666667,-0.4230484944247006,27,19.880950226244337,0.9077411511775207,0.8473139266768606,2.6295203118586277,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
16,17,10,11.858199837976526,0.9915122806165789,130.5,176.0,-0.25104509951099707,36,8.880497737556553,0.9446335850447398,0.6721282346229747,1.27857160390451,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
18,19,29,36.42174806315877,1.389925278792819,159.0,466.0689655172414,-0.40593382392421556,41,21.294253393665148,0.9420168012476071,0.6741735110716385,6.161504816870032,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
21,22,16,23.3503371028775,1.3035555922101743,177.9375,204.5,-0.9090588122258177,47,22.255882352941164,0.8558693456837412,0.7568525780298864,2.9769475744587433,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
32,33,8,9.331737161808407,0.9584787649833292,232.5,232.5,-0.19025318855618245,67,16.092714932126693,0.9454570220198137,0.9134967128647112,1.1436496923891593,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
34,35,14,16.379265621353714,1.1272435909348055,233.78571428571428,111.5,1.393772671655904,70,19.53855203619908,0.9574997826628133,0.7855265784444698,2.6246015368037985,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
39,40,16,20.141853557999724,1.433783542970774,263.125,278.5,-1.1555347552268385,85,34.211803227968865,0.8189517827489148,0.6886621055628441,3.686520141567719,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
52,53,17,22.206738821716545,1.3449341210187116,311.6470588235294,20.0,-1.080024503910592,106,26.2553846153846,0.907226545257602,0.8666095581421693,3.334647169366876,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
57,58,11,13.313348979501388,1.0013355253394898,336.6363636363636,106.0,-1.2526471506937142,120,16.065248226950363,0.8937264794547131,0.883886671874363,2.796428270244288,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
59,60,13,17.125497757168752,0.9827752943919733,366.0,340.38461538461536,-0.5084673427124657,130,16.39868778280543,0.8818172064040775,0.7724350223616969,2.513270745842743,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
66,67,26,30.728485946044398,1.1803760241662582,405.5,163.3846153846154,-0.21834466919972972,146,26.86733031674206,0.8674869189397753,0.7097045299441728,3.933244837030359,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
68,69,14,18.133572558354313,1.5616825520406823,402.7857142857143,426.5,1.093691199749119,148,12.486606334841635,0.9198365032834139,0.7516539986363986,2.343661221060291,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
74,75,19,24.48666326805637,1.3248103829739646,431.6842105263158,94.0,-1.107089409331051,161,21.272398190045248,0.8811417088884719,0.8031473452573901,2.8206743076650667,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
80,81,14,18.22282573553244,1.4033668582902235,454.7142857142857,11.428571428571429,1.035584668448291,175,19.079592760180994,0.9400987477428605,0.9415852699357985,2.5715944688068926,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
