,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
7,7,15,17.300667002820543,1.096575037592977,50.13333333333333,70.0,1.524213794246149,11,18.039893617021285,0.8620528435153325,0.47909670938667004,3.3675867843307943,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
8,8,11,13.426076365479451,1.077942963064308,64.45454545454545,268.0,1.2277757271909562,12,7.12479638009049,0.9448507938101072,0.40419453363615043,2.217948143125635,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
9,9,16,18.908060360073,1.2187097356778716,68.75,283.5,1.3471376255513994,13,21.585656108597266,0.9291257720230234,0.9037542838001493,3.053321783424884,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
14,14,15,17.300667002820543,1.096575037592977,110.0,187.86666666666667,-0.04658253254874781,21,48.44564913969439,0.8366580193216372,0.4795217358542563,2.6889287415690397,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
15,15,13,20.83041151109961,0.6788373763828638,110.0,129.07692307692307,0.7696690882952262,23,6.5055656108597155,0.9142879356548188,0.6473429951690812,3.134408723288283,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
25,25,8,12.454646675551931,0.7948434985348896,147.375,311.5,-0.825087320677235,40,5.106832579185508,0.8641998422198294,0.6343111111111093,2.4295364599774656,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
37,37,31,31.71512488102683,11.032209511467345,186.58064516129033,49.354838709677416,1.1500798745980438,58,12.136923076923077,0.9675462021543312,0.8803130693743496,4.549605540778037,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
51,51,20,27.3160896185465,1.5720203406877542,270.4,281.5,0.9623661729205782,85,16.93778280542987,0.9328646857054765,0.8890249770810345,3.4536654807889757,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
58,58,14,17.085935626495843,1.207708105992898,316.35714285714283,491.5,1.2328552800880965,100,27.298520084566583,0.9616643138620614,0.9535526315789474,2.9301969688276874,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
59,59,22,26.18038807367146,1.7746165171764756,327.5,276.1818181818182,0.2489347661004347,102,9.346742081447985,0.9525272732316824,0.730231620890629,3.9419567200186556,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
61,61,31,34.024368274203304,7.010844236072441,339.38709677419354,249.80645161290323,-0.526108275202633,105,33.01592760180996,0.943177631030569,0.7313652171390177,3.370411906499781,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
69,69,9,12.056580143335475,0.900952137186865,376.0,250.55555555555554,-0.5437956547469983,122,9.237466063348405,0.8063162800571866,0.7857565642647827,1.805681646037215,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
73,73,12,16.05455860118387,1.3021492101896064,387.1666666666667,274.4166666666667,0.9754499015213403,129,4.181628959276028,0.8386609849174657,0.5008503401360525,2.659958464468119,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
88,88,15,17.71610137592085,1.2026714866338215,457.6,52.0,1.3484399307030064,156,11.947511312217207,0.8127478683323421,0.7210128468925909,2.8216422266087697,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
92,92,12,18.81057312424702,0.9104973388331613,476.5,347.5,-0.8232047350158632,162,9.077194570135749,0.9254002320534325,0.8876113825812018,2.815728505553281,NCD_YFP_ilid,0.001,0.04,20.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
