,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,eccentricity,label,perimeter,proj#,speed (nm/s),r^2,num points
2,2,26,31.59014124544242,1.2886462777240542,24.5,166.07692307692307,-0.3189115656150849,0.9991676325281064,4,27.31370849898476,0.0,63.330072423734755,0.949835117605178,71
5,5,39,35.5697732083153,8.234621144187853,38.76923076923077,81.3076923076923,-0.14748034018662315,0.9728334409925267,9,40.55634918610404,0.0,42.04562786101546,0.8131440000321322,102
6,6,19,25.92298326908842,1.9969622175073258,32.473684210526315,113.0,-1.0049663200866137,0.9970284332597827,10,21.14213562373095,0.0,29.10582834765273,0.9014443713186177,129
30,30,23,27.01201839754728,1.099584081800609,123.0,50.869565217391305,0.18876509771176908,0.9991711177383191,38,22.65685424949238,0.0,38.04669215044827,0.9195596219369975,122
33,33,18,25.461660602963775,1.0184167481025144,127.66666666666667,145.5,0.9522449264815382,0.99919975784484,42,20.763455967290593,0.0,112.09734012288745,0.9429343643410633,50
43,43,26,31.2151222133369,1.3870246984583159,170.5,399.0,-0.2802219802102986,0.9990123050292703,54,26.899494936611664,0.0,28.869760569747356,0.8844462276171274,129
56,56,31,35.95927330651617,2.4652353704435854,203.3548387096774,90.0,-1.469853223893802,0.9976472479202753,68,31.485281374238568,0.0,61.1688545643753,0.9713230485849206,77
77,77,43,44.61954902191164,9.107797951999288,311.06976744186045,104.46511627906976,0.4838819222528187,0.9789456148544528,97,46.00609665440987,0.0,33.00726644320821,0.8927668284176417,88
86,86,15,19.3290289166332,1.6020046559656047,358.93333333333334,241.46666666666667,0.5114414415969275,0.9965594709795778,109,15.899494936611665,0.0,31.399136291377452,0.8751824139911406,103
87,87,12,14.062407367007186,1.9504498455222077,359.5833333333333,87.75,0.3313757691033498,0.9903345038259346,110,11.242640687119284,0.0,31.12544436389658,0.8512326042532827,129
