,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,eccentricity,label,perimeter,proj#,speed (nm/s),r^2,num points
22,22,23,26.755273624761948,1.8762122970464092,148.8695652173913,70.3913043478261,-0.2729623365828124,0.9975382153134481,35,23.727922061357855,0.0,75.53547236585945,0.9368427825997149,75
38,38,27,26.205858208341894,4.971445730990773,240.92592592592592,87.51851851851852,-0.10822334767323148,0.9818406668427587,65,26.692388155425117,0.0,28.443385978657744,0.9642215105283527,100
39,39,25,27.603083127102938,4.107675970453985,237.08,181.28,-1.1532078303957682,0.9888654733324066,67,26.349242404917494,0.0,59.21095533861874,0.8506082183153828,71
45,45,12,13.931649786981753,1.8006852990527227,259.5,177.5,-0.13435151231758555,0.9916118567710346,74,11.863961030678928,0.0,36.9373522497385,0.8313372459473767,100
99,99,24,27.77688066325359,3.7119043566210213,472.0,256.5,1.4903914856093494,0.9910309053425596,149,24.071067811865476,0.0,82.53131223652659,0.9771411965917023,60
129,23,34,28.699077269263153,6.413895103449502,135.94117647058823,156.64705882352942,0.3544896409525956,0.974706715106228,32,37.420310216782966,1.0,55.6947874168235,0.91772490283719,100
135,29,21,27.50194950342758,1.987753388525622,156.95238095238096,66.38095238095238,-0.5175949046616585,0.9973846106865432,39,23.14213562373095,1.0,83.5184588371956,0.8883992914120524,100
136,30,35,32.24727100908487,7.276411583181567,173.85714285714286,41.857142857142854,-0.014691917383876292,0.9742097660250081,42,36.7634559672906,1.0,63.51053097112826,0.9744594871937089,100
159,53,28,25.36199583881795,6.26732567794377,242.10714285714286,88.71428571428571,-0.10208087551801942,0.9689861986826853,71,26.656854249492376,1.0,33.841492748278945,0.9283467463913273,100
168,62,16,18.616213346438634,1.8538070665201571,261.5,177.0,-0.13874950933188915,0.9950295347446997,80,15.449747468305832,1.0,33.71927267592016,0.8548789212025453,100
199,93,22,21.387930252903416,3.9178856449226496,415.59090909090907,336.6818181818182,-1.2977268268795064,0.9830790018872076,136,21.27817459305202,1.0,115.86555139745127,0.9722735745927498,50
205,99,18,20.763852015830814,1.0532630464065362,437.8888888888889,425.5,-1.537699394946751,0.998712617828582,144,16.414213562373096,1.0,110.79049035485595,0.8668436316252334,73
208,102,25,28.85948318205462,1.1316494442655207,451.16,107.0,-1.5384501149623915,0.9992308982937329,148,23.414213562373096,1.0,61.78082173653801,0.9578549563900525,89
213,107,29,34.55134593602134,2.150679305866512,472.82758620689657,264.0,1.319034079912322,0.9980608443774617,154,30.106601717798213,1.0,100.62086699447204,0.9123787532305022,65
234,15,20,23.1622681979181,3.2170377566500257,124.5,351.15,0.09251752360096195,0.9903076310912345,22,20.899494936611664,2.0,41.603052985315294,0.9020885711244678,90
237,18,12,15.75440710418281,1.497698647965828,138.58333333333334,156.91666666666666,0.5671118745773815,0.9954710312860426,29,12.48528137423857,2.0,72.65801517135728,0.8187213317600739,90
242,23,22,30.753046418779373,2.30749130652543,161.3181818181818,62.95454545454545,-0.6580406274419889,0.997181056175074,35,25.59188309203678,2.0,66.29158454867003,0.9217306603847175,100
243,24,10,13.942882891288757,1.2633355373008615,160.6,341.3,-0.6753886233639117,0.9958866430858007,36,10.278174593052023,2.0,40.02661058957856,0.8316581758462769,78
256,37,12,15.589147931259133,1.4834719409349446,228.5,68.08333333333333,0.4850624168183078,0.9954619375526815,58,12.071067811865474,2.0,46.01120842871171,0.8194132416586302,87
266,47,15,17.450870813361433,1.9138086139751758,262.0,177.06666666666666,-0.14009132569518198,0.9939682328463618,70,14.242640687119284,2.0,37.35639832800637,0.8848204961213135,100
301,82,18,22.783379227800605,3.0027314888818526,384.8333333333333,246.72222222222223,-0.5972304684824511,0.9912770167718308,122,19.106601717798213,2.0,80.15011040213429,0.8861021932125966,94
306,87,17,20.290084590333038,1.558882412484429,418.94117647058823,271.7647058823529,0.3255383607222399,0.9970442253729517,128,17.071067811865476,2.0,99.25086647211523,0.8940813789351103,96
314,95,16,18.477828138113225,1.2529434537724018,438.25,419.5,-1.5058816305882057,0.9976983929681771,138,15.242640687119286,2.0,107.9783033386743,0.9755373575199374,70
316,97,30,34.189946761880634,2.9346183506910197,451.6333333333333,114.36666666666666,1.4267702354820586,0.99630955682134,143,30.692388155425117,2.0,43.15676100955805,0.9461980111812018,96
318,99,28,30.43814327681178,2.7009154122925816,474.14285714285717,275.10714285714283,1.4234697809035781,0.9960553081634177,150,26.242640687119284,2.0,93.03329072205035,0.9484862588661948,86
339,16,20,19.915797383578937,6.089418246124197,121.2,350.95,0.1541733600440027,0.9521091988926778,24,19.071067811865472,3.0,38.64130057276295,0.8687151330601464,90
349,26,24,24.861503899203598,4.9430154407671045,165.91666666666666,335.2083333333333,-0.9383199864375517,0.9800356055390044,37,24.556349186104043,3.0,33.26287012694777,0.8315365720070823,79
365,42,17,25.00656155337029,1.0259152571597954,228.2941176470588,193.0,-0.8998212499133187,0.9991580857114435,65,19.763455967290593,3.0,65.46825100257193,0.9280294914967775,100
391,68,27,23.943183535420957,5.911297736296494,336.14814814814815,233.96296296296296,-0.09395627391815227,0.969043882671104,105,27.763455967290593,3.0,102.45130567000801,0.8525300185415491,75
395,72,23,25.762442312678957,4.289364228061553,352.17391304347825,18.347826086956523,0.14272947475510459,0.9860419946913275,111,22.242640687119287,3.0,64.61747410735957,0.8923138283913643,97
419,96,18,21.740061699821187,3.1366946122370982,439.3888888888889,413.5,-1.2649263251751475,0.9895366443158033,145,18.071067811865476,3.0,91.18369943442313,0.9253772537927425,66
423,100,19,21.50344217906669,2.9857986941716823,452.2105263157895,118.84210526315789,1.3467966781436438,0.9903131255826036,149,18.242640687119284,3.0,54.694893690466095,0.9466833547576641,92
427,104,16,18.56053447796636,1.2274200145924445,465.5,118.0,-0.1147106098325216,0.9978109733404363,153,14.82842712474619,3.0,111.318033741356,0.9539307512973613,60
441,4,21,25.93208651083483,3.6288582984992988,42.80952380952381,234.66666666666666,0.7839123654375918,0.9901604097413954,8,22.763455967290593,4.0,93.18238339234955,0.9186568650349812,42
450,13,13,15.527518098734678,1.608878300485995,119.0,349.0,0.2710947049634393,0.994617516942308,22,12.242640687119284,4.0,37.420260638170575,0.9017688900021038,88
460,23,15,18.53147822474168,1.6592780643441911,166.93333333333334,201.4,-0.4280057745004471,0.9959833749095204,34,15.278174593052023,4.0,126.62883544569509,0.8918187491462004,32
478,41,20,23.065151457366017,1.9592825852250448,249.5,87.6,0.0015146878839123713,0.9963855925547189,62,19.035533905932738,4.0,29.835370935608207,0.8267820548695903,100
481,44,32,36.9487015781252,2.131537400715294,264.5,333.125,0.02978250748253199,0.9983345969925386,68,33.72792206135785,4.0,22.11661657432924,0.8132889779453614,100
500,63,23,27.28653172154249,4.127116222082764,337.04347826086956,349.9130434782609,-0.2790440632607152,0.9884953837891373,94,23.899494936611667,4.0,63.1486912673866,0.9354868176018039,90
518,81,12,14.486312780560114,1.7423062051974614,395.5,241.33333333333334,-0.3095002117149009,0.9927409060910434,117,11.449747468305834,4.0,104.37413419080039,0.8558746747440508,45
