,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,eccentricity,label,perimeter,proj#,speed (nm/s),r^2,num points
51,51,32,25.393490048688886,6.454071439575064,248.03125,457.25,-0.4201247183206988,0.9671615444788334,105,31.935028842544405,0.0,69.825264297559,0.939448427467503,67
76,76,20,23.091121876363466,1.6613520069295,340.5,391.45,0.0475795204907359,0.9974084094968566,155,18.82842712474619,0.0,78.26413353716849,0.8892727150271869,76
77,77,15,17.283753448081104,1.5806749863938365,342.0,305.8,-0.014405234922633136,0.9958092669048848,158,14.65685424949238,0.0,111.44534619981349,0.906756185164909,50
151,18,34,33.924428365486186,4.57898133973032,116.76470588235294,194.61764705882354,-1.3555224221865092,0.9908488773534686,33,33.27817459305202,1.0,63.22657046408472,0.921295507401938,100
169,36,23,28.84952042346521,1.7586059722272616,193.95652173913044,49.21739130434783,0.42814148774622685,0.998140338484493,65,25.14213562373095,1.0,58.39586191807393,0.8370048701261544,97
177,44,25,27.562508465550977,4.155493603223402,220.64,215.48,-0.35115276374504056,0.9885694535744155,77,26.17766952966369,1.0,53.02042551219856,0.83243433942472,98
212,79,22,25.175695753808963,2.3289509941458277,342.54545454545456,391.5,0.08372027273605671,0.9957119496160853,141,21.65685424949238,1.0,75.09114817831805,0.8684322968342267,80
215,82,13,15.017845769498077,1.4359462314666953,348.0,305.0769230769231,-0.08299222410938713,0.9954182949594534,145,12.242640687119286,1.0,122.52141304539376,0.9371512245998403,66
218,85,25,28.690917741503323,3.0314417609925797,366.0,436.76,1.275608725542664,0.9944024655484851,153,25.727922061357855,1.0,88.9373518674845,0.9198430971916354,84
224,91,25,33.1131389197744,1.4729666933511842,383.0,482.12,-0.5139446946133959,0.999010148256682,159,28.384776310850235,1.0,53.58918308120056,0.9356837322515834,100
254,121,13,16.243541251145142,2.110701288680698,462.0,343.0,0.4027648357639254,0.9915217333971613,202,13.071067811865474,1.0,143.15551915517125,0.8519691585611335,59
260,127,7,8.18427711219485,0.9674582666669848,481.0,315.57142857142856,-0.2141320764383274,0.9929886928422323,209,5.414213562373095,1.0,52.588881123441844,0.8836450808949249,92
290,22,27,23.337782201900634,6.5425310102518415,100.88888888888889,120.88888888888889,-0.05363340713712083,0.9599005534073667,33,24.65685424949238,2.0,70.67520996713449,0.8483722466001662,78
302,34,16,21.708102938477627,1.5837508681794255,148.5,127.375,0.6222459581032185,0.997335111450803,52,17.727922061357855,2.0,87.01104167332711,0.8419542646653647,84
309,41,32,35.50665487231817,3.1936397383055177,199.53125,52.4375,0.4936130086294597,0.9959467501158485,68,34.21320343559643,2.0,60.57409077042156,0.9644056165175914,100
