,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,15,18.46273213947355,1.206818476382952,51.0,106.06666666666666,-0.36038074420487687,1,69.64828431372547,0.955709459188341,0.9031200385947986,2.473098385613162,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
1,1,62,73.94233389578214,2.5141718982498995,91.46774193548387,294.5,1.317305187078466,3,134.59445378151253,0.9931624293762022,0.972997213457085,4.906909571389219,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
2,2,71,80.18854865910995,3.2530327951781017,138.22535211267606,324.85915492957747,0.28250166070938765,5,118.89647058823525,0.926252727215848,0.9069312164282436,5.874229908959425,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
3,3,57,68.50590718595,2.76783349149698,129.68421052631578,379.0,1.2889705214701752,7,114.57092436974789,0.9481476437950145,0.9118276792648148,3.8232379622546637,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
4,4,30,35.585396855290014,2.05901205715645,156.8,168.5,1.3371488164308893,9,99.50526315789479,0.9900264028747165,0.9883501114143691,3.0226838979351,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
5,5,19,24.60623425904157,1.1751089390060676,185.0,442.57894736842104,0.47320086690089863,13,126.49999999999999,0.954435261707989,0.9566519718576163,1.4891078461624063,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
6,6,19,23.494068486443442,1.7632578836566526,193.0,212.78947368421052,-0.37053710885492885,14,35.623563218390856,0.9543785130851127,0.9556203939470609,1.7481066156254468,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
7,7,50,60.114526673693526,2.519143266626441,206.56,245.5,-1.2875516630751938,15,85.7339495798319,0.9766595480393865,0.9474478509943156,4.296750124562937,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
8,8,14,19.249007714921376,1.0719941131612805,216.5,88.14285714285714,0.578787997291648,17,37.6673545966229,0.9039286910879616,0.8803626486332264,2.6648967870596985,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
10,10,53,77.50146346514546,1.2026076119432196,242.0,178.50943396226415,-0.6608786054504814,19,105.97371028411362,0.9897704964822934,0.9542215478550038,4.550698932310298,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
11,11,13,15.257951428534215,1.0203293834074172,224.0,207.0,-1.3746262546871388,20,97.74999999999982,0.9896193771626298,0.7103711411723899,1.695389216832395,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
12,12,11,14.425403509881708,1.2754379018812718,234.0,99.72727272727273,0.5036545333362921,21,22.803418803418825,0.8689246432818076,0.5058503401360523,2.415687023903889,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
13,13,13,15.664355224661842,1.3147498285170403,241.0,52.69230769230769,0.30068337860897626,22,88.01923076923072,0.9443700916643519,0.9262820330255579,2.0442222394704137,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
14,14,113,92.53984569020149,30.257465942264474,271.8407079646018,280.5929203539823,-1.354701271431334,23,104.26698602594865,0.8942308251084099,0.2891854747091104,4.260359747196171,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
15,15,54,73.31091838865308,2.172353920395374,323.5,186.44444444444446,0.5543352211693594,26,133.16420168067228,0.9947644559867822,0.9898255801638433,3.5454924741620295,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
16,16,71,82.37619365767962,5.882710366627497,325.4788732394366,331.0,-1.4718834429150793,29,172.92275321660057,0.8796213390529654,0.9560990969500271,4.9460171968596915,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
17,17,8,12.454646675551931,0.7948434985348896,340.375,449.5,-0.825087320677235,33,56.350000000000016,0.9509192106594704,0.8545943594003405,1.36681586554244,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
19,19,72,107.16408791749907,2.662077360305815,393.81944444444446,414.4583333333333,-0.8835871631205534,36,126.93338053443776,0.9626463915809113,0.26684191154164316,7.035579175264704,NCD_YFP_ilid,0.001,0.04,100.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.3
